filename,smiles
41869861.png,COC1=CC=C(C=C1)/C=C/C(=O)NCCC(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CO3
20336502.png,CCC1=COC(=N1)CC2=CC=CC=C2
45200448.png,C1CCC(CC1)CN2CC(CCC2=O)C(=O)NCC3=CC=C(C=C3)N4C=NC=N4
10285760.png,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)N
44392462.png,CC(C)C1=NC(=C(N1/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC(=CC=C3)S(=O)(=O)C
48826359.png,CC(C1=CC=C(C=C1)N2CCCC2=O)NCC3=CC(=C(C=C3)OC)Br.Cl
3326677.png,C1OC2=C(O1)C=C(C=C2)C3=NC(=CC4=CC(=C(C=C4)Br)[N+](=O)[O-])C(=O)O3
34603927.png,C[C@@H]1C[C@@H]1C2=CC=C(O2)CN(C3CC3)C(=O)/C=C/C4=CC(=C(C=C4)OCC5=C(ON=C5C)C)OC
66018706.png,CCCC1=NN(C(=C1N)N2CCC(CC2)COC)C
80553329.png,CC1=C(C=CC(=C1)NCC2CCCNC2)NC(=O)C
29394880.png,CCOC1=CC=C(C=C1)[C@@H]2CC3=C([C@@H](CC(=O)N3)C4=CC(=C(C=C4)OC(C)C)OCC)C(=O)C2
67348353.png,CC1(CN(C1)C(C2=CC=CC=C2)C3=CC=CC=C3)OC4=C(C=CC(=C4)Br)OCC5=CC(=CC=C5)Cl
3217388.png,CN1C(=O)C2C(C1=O)C(NC2C3=CC=C(C=C3)F)(CCSC)C(=O)OC
86552218.png,[CH2]CC(=O)OC[C]=[C]C1=[C]C(=C([C]=[C]1)OC(=O)C[CH2])O[CH2]
74586307.png,C1C(=O)N=C2C(=C(S1)C3=CSC=C3)C=NN2
88427909.png,CCCCCC/C=C/CCCCCCCCC(C)NCCC
35280718.png,C[C@@H](C1=CC=NC=C1)NC(=O)CCCOC
99403919.png,CN1C2=C(C(=O)NC1=O)NC(=N2)CCC(=O)NC3=CC=CC=C3SC(F)(F)F
94304297.png,C[C@@H](C(=O)N1C=CN=C1)OC2=CC=CC=C2Br
13944416.png,CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C/C(=N\OCC3=CC=CC=C3)/C(=O)N
85105679.png,CC1=CC(=C(C(=C1)Cl)OCCOC2=CC=C(C=C2)C3=C(C4CN(CC(C3)N4)C(=O)C)C(=O)NC5(C(C5Cl)C(F)(F)F)CC6=CC=CC=C6)Cl
67565122.png,CC1=CC=C(C=C1)CCCNC(=O)[C@H](CCCNC)NC(=O)[C@H](CCC2=CC=CC=C2)N
57339040.png,C1=CC=C(C=C1)C\2C(=C(/C2=N/S(=O)(=O)C3=CC=CC=C3)C4=CC=CC=C4)NS(=O)(=O)C5=CC=CC=C5
20149753.png,CCC1=CC=CC(=C1NC(=O)C2=C(N=C(C(=C2OCC3=CC=CC=C3)Br)C)C)C
56221500.png,CC(C(=O)NCC1=CC=CC=C1S(=O)(=O)N(C)C)N2C(=NNC2=S)C3=CC=CS3
15155447.png,COC(=O)C1=C(OC=C1)CN2N=C(N=N2)C3=CC=CC(=C3)/C=C/C4=NC5=CC=CC=C5C=C4
61050395.png,CCC(C)NC(C)(CO)C1=CC=CC=C1OC(F)F
32437213.png,CN(CCOC1=CC=CC=C1F)C[C@@H](CN2C(=O)C3=CC=CC=C3C2=O)O
15358905.png,COC(=O)[C@H]1[C@@H](N(C1=O)CC2=CC=CC=C2)C(=C)C3=CC=CC=C3
12223970.png,COC1=CC2=C(C=C1)SC3=C(C=C(C=C3)F)C(C2)O
57960836.png,C1CC(C1)C2=NC(=C3N2C=CN=C3N)C4=C(C=C(C=C4)OC5=CC=CC=C5F)F
91914310.png,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=C(C=CC(=C3)F)F
462303.png,CC(C)(C)NC(=O)C1=CC=CC=C1C[C@H]([C@H](CC2=CC=CC=C2)NC(=O)[C@@H](CS(=O)(=O)C3=NC4=CC=CC=C4C=C3)NS(=O)(=O)C)O
69183457.png,C1CN(CCN1C(=O)C2=CN=CC=C2)C(=O)C(C3=CSC=C3)N
44871701.png,CC1=CC(=CC=C1)C(=O)N(CC2=CC=C(C=C2)Cl)CC3=CC=CO3
89286017.png,CC1=C(N(C2=C1C=C(C=C2)C(=O)N[C@@H](C)C3=CC=CC(=C3)C(C)C)CC4=CC(=C(C=C4)Cl)O[C@H](C=O)C5CC5)C
36961167.png,CC1=CC(=C(C=C1)NC(=O)NC(=O)[C@H](C)N2CCN(CC2)C3=CC(=NC4=NC=NN34)C)C
17892530.png,C1CCC(=O)N(CC1)CC2CC(=NO2)N
11579996.png,C1=CC=C(C(=C1)C2=CC=C(C=C2)O)C3=CC(=CC(=C3)O)O
85347278.png,CC(C)(C)OC(=O)N1C2CCNC(=O)C2C=C1CN3CCN(CC3=O)C(=O)OCC4=CC=CC=C4
69517293.png,CC1=CC(=C(C=C1)OC2=C(C=CC3=C2C=C(C(O3)C(F)(F)F)C(=O)O)Cl)C
95583651.png,CCOC1=CC(=CC(=C1OC)C2=CC=CC=C2)C(=O)N3CCO[C@H](C3)C4=CC=C(C=C4)Br
17568415.png,CC1=CC(=C(C=C1)C)N2C(=NN=C2SCC(=O)N3CCN(CC3)CC(=O)NC4CC4)C
41512161.png,CC1=C(NC(=C1C(=O)C)C)C(=O)[C@@H](C)OC(=O)C2=C(N=C3C=CC(=CC3=C2)Cl)C
73915895.png,C1C[C@@H](CC(=O)C1)[C@@H](C(=O)O)NC(=O)CC2=CC(=CC(=C2)F)F
75909638.png,CCC(C)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C(C)NC(=O)C3CCCCC3
19759693.png,CCNC(=O)C1=NC2=C(N1)C=CC(=C2CNP(=O)(O)OCC)C
15558197.png,C1[13CH](C2=CC=CC3=C2C1=CC=C3)O
92383748.png,CN(C)[C@@H](CNS(=O)(=O)C1=CC=CC=C1)C2=CC=CO2
76659036.png,CCC1=C(C=CC(=C1F)CC(=O)C2=CC=C(C=C2)CS(=O)(=O)C(C)C)N3CC(OC(C3)C)C
42201306.png,CCCCOC1=C(C=CC(=C1)OC)[C@H]2[C@H](OC3=CC=CC=C3O2)C(=O)[O-]
57453015.png,CCC1C(N(N=C1C(=O)NC2CCCCCC2)C3=CC=CC=C3Cl)C4=CC=C(C=C4)Br
56539000.png,CCN(CC)C(CNC(=O)CCNC(=O)N(C)CC1=CC=CC=C1)C2=CC=CO2
28484825.png,C1COCCN1C2=NC(=O)C3=C(N2)NC(=O)C[C@@H]3C(=O)NC4=CC=C(C=C4)OC5=CC=CC=C5
40364729.png,C1[C@H](CC(C[C@@H]1C(F)(F)F)NC(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C(F)(F)F
15475767.png,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)N2C=C(NC2=S)[C@H](C([C@@H](CO)O)O)O
29565004.png,CCCC(CCC)[NH2+][C@@H](C[NH+](C)C)C1=CC=CC=C1
63451397.png,CCOC1=CC(=C(C=C1)NCC2CC3CC2C=C3)C
82193103.png,CCC(C)N1C(C(CC1=O)N)C2=C(C=CC=C2Cl)Cl
8775744.png,CC(C)(C)C1=CC=C(C=C1)CSC(=NCCOC)N
34927755.png,CCN1C(=NN=C1SCC(=O)OCC(=O)N(CC2=CC=C(C=C2)OC)C3CC3)C4=CC=CO4
50367711.png,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)Cl)NC(=O)C(C)NC(=O)C3CCN(CC3)CC(=O)NC4=CC=CC(=C4C)C(=O)N5CCOCC5
36407735.png,C[C@@H](C1=CC=C(C=C1)Cl)NC(=O)[C@H](C)NC2=CC3=C(C=C2)OCO3
33776951.png,C[C@@H](C(=O)N1CCSC2=CC=CC=C21)OC(=O)CCN3C(=O)C(NC3=O)(C)C
61151611.png,CC1=CC=C(C=C1)OCCC(=O)N[C@@H](CO)C(=O)O
14583194.png,CC(=O)OC1CC2C3C(C45CC(CCC4C3(C1)OC2=O)(C(=C)C5O)OC(=O)C)C(=O)OC
70825049.png,COC(=O)CC1=CC=CC=C1CN2C=C(N=C2)F
58331969.png,CCCC(C(=O)C(=O)NCC(=O)CC(CC(=O)OC)C(=O)C)NC(C)(C)C
27781059.png,CN(CC1=CC(=C(C=C1)OC(F)F)OC)C(=O)C2=CC=C(O2)C3=CC=CC=C3Cl
70194166.png,CC1CCCCC1NC2=C(C(=O)NC3=C2C=C(C=C3Cl)Cl)C(=O)C
108034.png,CN(C1=C(C=C(C=C1)F)F)C2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])C(F)(F)F
13219997.png,CC(=CC[C@@H]1CC[C@H](C=C1)OC)C
35694817.png,CC1=C(C(=CC=C1)[N+](=O)[O-])C(=O)O[C@@H](C)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCCCCC3
10967106.png,C[C@@H](CCC=C(C)C)[C@@]1(CC[C@]([C@@H](C1)O)(C)O)O
89295009.png,CC1CCCC(N1NC(=O)C2=CC=C(C=C2)C3=C(N=CC(=C3)NC(=O)C4=CC(=CC(=C4)N)C(C)(C)C)C)C
2673499.png,CCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=NN(C(=O)C3=CC=CC=C32)C
77806916.png,B1(OC2CC3CC(C3(C)C)C2(O1)C)C(CCOCC4=CC=C(C=C4)OC)Cl
85747830.png,CCCCCCCCCCCCCCOC1=CC(=C(C=C1)OCOC)NC(=O)NC2=CC=CC=C2
24450869.png,CC1=C(C(=CC=C1)C)NC(=O)CN(CC2=NC3=CC=CC=C3O2)CC(=O)NC4=C(C=CC=C4C)C
70286536.png,CC(C)C1C(=C(C(=C1C(C)C)C(C)C)CCN(C)C)CCN(C)C
73945143.png,CC(C)(C)OC(=O)N1C=C(C2=CC=CC=C21)C[C@@H](C(=O)OC)NC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5
99003812.png,CCOC1=CC=C(C=C1)NC2=C(C=CC=N2)C(=O)N[C@H](C)C(=O)NC(C)(C)C
89655631.png,CN(C(=N)/C(=N\OCC1=NC(=CC=C1)NC(=O)OCCC#C)/C2=CC=CC=C2)O
77120433.png,CC(C)C1=NC(=NC(=O)C1I)C2=C(C=CC(=C2)OC)OC
25281091.png,CC(C)OC1=CC=CC(=C1)C(=O)[C@H]2CCCN(C2)CC3=CC=C(O3)SC4=NN=CN4C
2325198.png,C1CCC(CC1)C(=O)NC2=NC(=CS2)C3=CC4=CC=CC=C4OC3=O
96548621.png,CC1=C(OC(=C1C(=O)NC[C@@H]2CCN(C2)C3=CC=CC=C3OC)C)C
93680916.png,CCC1=CC=C(S1)[C@@H]2CNCCO2
88171021.png,CCC(=N)/C=C\C=N
80235123.png,CC(C1=COC=C1)NC2=CC=CC=C2CC(=O)NC
39429332.png,C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NNC(=S)NCCC3=CC=C(C=C3)Cl
10226673.png,C1CN(CCC1CNC[C@@H](COC2=CC=CC3=C2C4=CC=CC=C4N3)O)CCCC(F)(F)F
32147079.png,C1[C@H](OC2=CC=CC=C2O1)C3=NN=C(O3)SCC4=CSC(=N4)C5=CC(=CC=C5)Br
89638365.png,CC(C)/C(=C\C1(CC1)C2=CC=C(C=C2)Cl)/F
18494407.png,C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CS)NC(=O)C(CC3=CN=CN3)N)O
65260887.png,CN1CCCN(CC1)C(=O)C2CNCC3=CC=CC=C23
78115642.png,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)NC2=C(C=C(C=C2)Br)F
25440292.png,CCC1=CC=CC=C1N2C[C@H](CC2=O)C(=O)N(C[C@@H]3CCCO3)[C@@H]4CCS(=O)(=O)C4
96040685.png,CC1=CC2=C(CCN[C@H]2C3=NC=CN=C3C(=O)O)C=C1F
65500844.png,CCC1C(=O)N(C(C(=O)N1)C)C2=C(C=C(C=C2F)Br)F
80742624.png,C1=CC=C(C(=C1)CC(=O)O)OC2=NN=CC=C2
57287067.png,CCOC(=O)C1=C(N=C(C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCC3=NN(N=N3)CCNC(=O)C(F)(F)F
30084874.png,C[C@H](C(=O)N1C[C@@H](OC2=CC=CC=C21)C(=O)N)SC3=NN=C(N3C)CC4=CC=CC=C4
36097338.png,COC1=CC(=C(C=C1NC(=O)CN2CCN(CC2)S(=O)(=O)C3=CC(=CC=C3)Cl)Cl)OC
90735817.png,CCN(C1=CC=C(C=C1)F)S(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)OC4(CCCC4)C(=O)N
95438212.png,C1CS(=O)(=O)C[C@H](N1)C2=CNC=C2
65008893.png,CC1=NC=CN1CC2(CC2)CBr
27083189.png,C[NH+](CC1=CC=C(C=C1)SC)CN2C(=S)N=C(N2)C3=CC=CS3
97616620.png,COP(=O)(C1CC(C1)O)OC
31319968.png,C[NH+](CC1=CC=C(S1)Cl)CC(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)OC
51574748.png,C[NH+](C)[C@H](CNC(=O)C1=CC=C(C=C1)S(=O)(=O)[N-]C2=CC=CC=C2F)C3=CC(=CC=C3)F
51449020.png,C[C@@H](C1=CC=CC=C1)NC(=O)[C@H](C)SC2=NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)OC(F)F
91288096.png,CC1=CC(=CC=C1)CNC2=NC=CC(=C2)C(=O)NCC3CCN(CC3)C(=O)O
89854899.png,CCOCCCN1C2=CC3=C(C=C2N=C1NC(=O)C4=CC=C(S4)C5=CNN=C5)N(C(=O)C(O3)(C)C)CCN6CCOCC6
28909069.png,CC1=C2C(=CC=C1)C=C(C(=N2)Cl)[C@@H]3[C@H]4CCCC[C@]4(CCN3CC(=O)NC5=CC=CC6=CC=CC=C65)O
16497681.png,CCN1C(=NN=C1SCC(=O)N(CC)C2CCS(=O)(=O)C2)C3=CC=CO3
95203967.png,CN1CC[C@]2(C1)CCCN(C2)CC3=C(C=CC=C3OC)O
584111.png,COC1=CC=CC=C1[N+]2=CC(=O)ON2
58407618.png,CC(C)OCCOC1=NNC2=C1C=C(C=C2)C3C(=C(NC(=C3[N+]#[C-])C(F)F)C(F)F)C#N
46541976.png,CCN1C(=O)C2=C(C=C(C=C2)C(=O)N3CCCCCC3C4=CC=C(C=C4)OC)NC1=S
28484703.png,CCOCCOC(=O)CN1C(=O)COC2=C1C=C(C=C2)C(=O)C
76560844.png,CNCC(CC1CCCC1)NC(=O)N2CCCC(C2)C(C3=C(C(=CC=C3)Cl)Cl)(O)OCCCOC
25274625.png,CC1=CN2C=C(N=C2C=C1)CNC(=O)[C@H]3CCC(=O)N(C3)CCCC4=CC=CC=C4
51350531.png,C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CC3=CNC4=CC=CC=C43)CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCC(=O)NC5=CC=C(C=C5)CCC(=O)N6CCC6=O)NC(=O)C)C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCSC)C(=O)N)CC7=CNC=N7)CC(C)C)O
33032318.png,CCN(CC1=CC=CS1)C(=O)CN2C=C(C(=O)NC2=O)Br
69563274.png,C=CC[C@@H]1C2(CCNCC2)C3=CC=CC=C3N1C(=O)C4=C(C=CC=C4F)F
68235810.png,C=C1[C@@H](CC(=CCP(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C[C@@H]1O)O
31323664.png,C1=CC(=CC=C1C2=NC(=CS2)/C=C(\C#N)/S(=O)(=O)C3=CC=C(C=C3)Cl)Cl
87937435.png,C1CN(CCC1CC2=CC=CC=C2)[C@H]3CN(C[C@@H]3OC=O)C(=O)C4=CC=C(C=C4)Cl
8046149.png,COC1=CC=CC=C1/C=C/C=N\NC(=S)NC[C@H]2CCCO2
21741236.png,CCCCCN1C(=NC(=N1)C(=O)C2=CC=CC=C2)C3=C(C(=NC=C3)N4NN=CN4C5=CC=CC=C5)C
68277332.png,CC(=O)OCC1([C@H](CC[C@]2(C1C[C@@H]([C@@]3(C2[C@H](C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)OC(=O)C6=CC=C(C=C6)OC)C)OC(=O)C)C
44820999.png,C1=CN2C(=NC(=N2)C(=O)NC3=CC(=C(C=C3)OC(F)F)Cl)N=C1
3613090.png,CC1=C(C(=NC(=N1)C2=CC=CC=C2)N3CCN(CC3)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5)C(C)C
40292949.png,COCCNC(=O)CC1=CC=C(C=C1)NC(=O)C2C[C@H]3CCC[C@@H](C2)C3=O
53017185.png,CC1=NOC(=C1)C2CCCN2C(=O)C3=CC=C(C=C3)OC
2321373.png,CC1=CC=C(C=C1)S(=O)(=O)N2CC3=CC=CC=C3C[C@@H]2C(=O)NC4=NC5=C(C=C(C=C5S4)C)C
1654162.png,CCCOC1=CC=CC=C1/C=C\C(=O)NC2=CC=C(C=C2)N(CC)CC
61274270.png,CC(C)CCCCCCNC(=O)C1CC2CCCCC2N1
78717930.png,CC1=C(C(=CC=C1)C)OCC(=O)OC(C)C(=O)NC2=C(C=CC(=C2)Cl)OC
51503648.png,CC1=CC2=C(C=C1C)OC3(CCN(CC3)C[C@@H](C4=CC=C(C=C4)OC)O)C[C@H]2O
5164351.png,CCC1=CC(=CC=C1)NC2CC(=O)N(C2=O)N(C)C
43046082.png,C1CC(OC1)CN2C(=NN=C2SCC3=CC=CC4=C3N=CC=C4)CCC(=O)N
33388334.png,CCCCCCNC(=O)N1CCN(CC1)C2=NC=CN=C2
52606333.png,CC1CCN(CC1)CC2=CC=CC=C2CNC(=O)[C@H](C(C)C)NC(=O)C3=CC(=CC(=C3)OC)OC
10159100.png,CC1=C(C(=C2N1CCC2)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC(=CC=C4)C(F)(F)F
13489319.png,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2OC(=O)C4=CC=CC=C4)CCC5=CC(=O)CC[C@]35C
90429364.png,CC(C)(CCC(=O)OCCCC1=CC=C(C=C1)CO)C#N
90579716.png,C1=CC2=C(C(=C1)OCC#CCNC(=O)C3=C(C=CC(=C3)Cl)[N+](=O)[O-])N=CC=C2
24016039.png,CCCCN1C(=NN=C1SCC(=O)NC2=CC=CS2)CNC(=O)C34CC5CC(C3)CC(C5)C4
48370995.png,CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NC3=CC=CC(=C3)C4=NOC(=N4)C)C
